iso,country_name,Transport,Clean cooking,Cold storage,Television,Mobile telephone,Water access,Sanitation,Nutrition,Education,Housing,Cooling,Heating
NIC,Nicaragua,0.6905073617646471,0.4608333333333333,0.4721666666666666,0.27549999999999997,0.1472,0.485734210281514,0.5127054752078353,0.1627733006646867,0.04002817500363676,0.2783845071870712,0.778143108014041,0
NLD,Netherlands,0.5637514787774341,0,0,0,0,4.567639601440465e-4,0.02529622383236107,0.00841484778661131,0.012280424118750053,0,0,0.04646101495237939
NOR,Norway,0.5637514787774341,0,0,0,0,0.01478249336870107,0.2409416831656379,0.00314156047317339,1.0963439999997604e-4,0,0,0.04547256219915276
NPL,Nepal,0.9699524754744532,0.661,0.845,0.484,0.07200000000000006,0.731280907391525,0.6555363031153157,0.04765588364451356,0,0.4502879664115303,0.670579406284071,0.8837209302325579
NZL,New Zealand,0.4647866215703289,0,0,0,0,0.00786060606060301,0.12525055923166095,0.00746449613391023,0,0,0,0.03001847812386078
OMN,Oman,0.892581874791549,0.2055,0.21733333333333327,0.123,0.10699999999999998,0.10131600317676204,0.3951600560073823,0.06094221058331794,0,0.2952510957951122,0.2952510957951122,0.00254627289470442
PAK,Pakistan,0.9699524754744532,0.496,0.44600000000000006,0.372,0.06099999999999994,0.642453674173631,0.8258686347581488,0.10709827765396836,0.2814478302000001,0.4537791085703603,0.901894842369379,0.699906976744186
PAN,Panama,0.6905073617646471,0.4608333333333333,0.4721666666666666,0.27549999999999997,0.1472,0.33949507636303855,0.4884234290325512,0.06245199037254594,0,0.2494876021817263,0.24948760218172628,0
PER,Peru,0.6905073617646471,0.371,0.558,0.1970000000000001,0.1809999999999999,0.501770432438146,0.613702432809706,0.04930395145316216,0.00553863530000001,0.43128384972600087,0.165572489906582,0.03404656640121648
PHL,Philippines,0.8506213119131738,0.495,0.573,0.231,0.112,0.537635883230832,0.498655387961468,0.1298197181223348,0,0.418598187623444,0.7636542586890509,0
PNG,Papua New Guinea,0.8506213119131738,0.924,0.9,0.874,0.43700000000000006,0.5657857971340029,0.7278506921762814,0.1885660458918413,0.02889847605467288,0.35666689640113763,0.3680674825295995,0
POL,Poland,0.5965458237565414,0,0,0,0,0.01957409015814604,0.08017393080498292,0.00367505850755056,0.01011281395813966,0,0,0.2363169156366866
PRI,Puerto Rico,0.33055141449576125,0,0,0,0,0.06490024397042804,0.6745569564208089,3.304278248711904e-9,0,0,0.02545909149345604,0
PRK,"Korea, Democratic Peoples Republic of",0.989443252806331,0.842,0.92,0.34299999999999997,0.128,0.33039807643193897,0.5112600792310414,0.3986607454811749,0.015531082149999981,0.3405202953144127,0.0100998912828937,0.0964486328532604
PRT,Portugal,0.5637514787774341,0,0,0,0,0.04726592623767001,0.18154117712861195,0.00319852430658909,0.012280424118750053,0,0.387614729084984,0.04247280606359795
